"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"626",389,26,1,7.74,0,0,3,0.0289855072463768,0.00266844563042028
"627",390,24,8,15.65,1,1,2,0.565217391304348,0.00800533689126084
"631",391,22,2,9.91,1,0,4,0.565217391304348,0.00833889259506338
"633",392,23,0,14.96,1,0,3,0.565217391304348,0.00733822548365577
"634",393,23,1,11.83,1,0,4,0.565217391304348,0.00833889259506338
"635",394,24,0,11.66,1,0,4,0.565217391304348,0.00749032688458973
"636",395,26,8,12.18,1,0,4,0.565217391304348,0.00850500333555704
"637",396,24,8,6.91,1,0,2,0.565217391304348,0.00850567044696464
"638",397,25,3,6.91,1,0,3,0.565217391304348,0.00850567044696464
"639",398,26,0,19.79,1,0,3,0.565217391304348,0.00750500333555704
"640",399,25,0,9.88,1,0,4,0.565217391304348,0.00850567044696464
"642",400,23,5,12.53,1,0,2,0.565217391304348,0.00850567044696464
"645",401,23,3,16.89,1,0,2,0.565217391304348,0.00883922615076718
"646",402,22,1,17.49,1,1,4,0.565217391304348,0.00784056037358239
"647",403,23,2,16.82,0,1,2,0.0579710144927536,0.00266911274182789
"649",404,22,0,13.11,1,0,2,0.565217391304348,0.00900600400266845
"650",405,23,7,7.66,1,0,3,0.565217391304348,0.00913942628418946
"651",406,26,10,6.17,1,0,3,0.565217391304348,0.00917278185456971
"652",407,26,1,16.35,1,1,4,0.565217391304348,0.00817211474316211
"653",408,23,7,7.9,1,0,2,0.565217391304348,0.00933955970647098
"654",409,24,2,16.49,1,0,2,0.565217391304348,0.00833889259506338
"658",410,24,3,6.91,0,0,3,0.210144927536232,0.00272715143428953
"659",411,25,6,8.88,1,0,3,0.565217391304348,0.00833889259506338
"661",412,23,6,14.84,1,1,3,0.565217391304348,0.00833889259506338
"663",413,22,4,7.88,1,0,3,0.565217391304348,0.00933955970647098
"668",414,25,1,15.65,1,1,3,0.565217391304348,0.00833889259506338
"670",415,23,3,12.21,1,0,2,0.565217391304348,0.00933955970647098
"671",416,21,2,15.23,0,1,3,0.022463768115942,0.00273515677118079
"672",417,25,1,14.11,1,0,4,0.565217391304348,0.00833889259506338
"675",418,24,8,13.87,1,0,4,0.565217391304348,0.00933955970647098
"679",419,24,2,12.18,1,0,4,0.565217391304348,0.00950633755837225
"681",420,25,3,6.54,1,0,3,0.565217391304348,0.00967311541027352
"682",421,24,3,14.61,1,1,4,0.565217391304348,0.00867244829886591
"684",422,24,8,11.12,1,0,2,0.565217391304348,0.00973982655103402
"685",423,25,7,11.48,1,0,2,0.565217391304348,0.00973982655103402
"687",424,26,0,10.25,1,0,2,0.565217391304348,0.00900600400266845
"688",425,23,0,10.65,1,0,3,0.565217391304348,0.0101734489659773
"690",426,23,0,10.37,1,0,2,0.565217391304348,0.0101734489659773
"691",427,23,7,11.49,1,0,3,0.565217391304348,0.0101734489659773
"695",428,23,7,12.29,1,0,4,0.565217391304348,0.00917278185456971
"696",429,21,5,17.27,1,1,2,0.0869565217391304,0.00283522348232155
"697",430,26,7,11.99,1,0,2,0.565217391304348,0.0101741160773849
"698",431,25,1,14.84,1,1,2,0.565217391304348,0.00917344896597732
"699",432,23,5,10.83,1,0,2,0.565217391304348,0.00917344896597732
"701",433,22,3,12.18,0,0,2,0.565217391304348,0.0105063375583722
"702",434,23,0,11.11,0,0,2,0.565217391304348,0.0105070046697799
"703",435,24,5,13.48,0,1,2,0.565217391304348,0.0105070046697799
"705",436,25,4,12.53,0,1,4,0.565217391304348,0.0106737825216811
"706",437,24,4,14.84,1,0,4,0.565217391304348,0.00973982655103402
"708",438,25,5,9.99,0,0,2,0.565217391304348,0.0110073382254837
"709",439,22,2,6.91,0,0,4,0.565217391304348,0.0110073382254837
"711",440,25,9,14.09,0,0,2,0.565217391304348,0.0111747831887925
"713",441,23,8,14.09,0,0,3,0.565217391304348,0.0111747831887925
"714",442,23,3,15.2,1,1,4,0.565217391304348,0.00857104736490994
"718",443,22,3,14.42,1,0,2,0.565217391304348,0.0103402268178786
"719",444,24,4,14.74,0,1,3,0.565217391304348,0.0113408939292862
"724",445,25,4,9.63,0,0,4,0.231884057971014,0.00287208138759173
"725",446,24,4,8.88,0,0,3,0.565217391304348,0.01184122748499
"726",447,26,5,6.91,0,0,4,0.565217391304348,0.01184122748499
"729",448,22,6,10.99,1,0,4,0.565217391304348,0.0108405603735824
"732",449,26,5,12.42,0,0,3,0.136231884057971,0.00293529019346231
"733",450,24,0,14.82,1,0,4,0.565217391304348,0.0108405603735824
"734",451,23,3,16.32,0,1,3,0.565217391304348,0.0119412941961308
"735",452,23,0,16,1,0,3,0.565217391304348,0.00925567044696464
"736",453,23,7,10.37,0,0,3,0.565217391304348,0.0120080053368913
"737",454,26,7,13.16,1,0,3,0.565217391304348,0.0110073382254837
"738",455,24,8,14.88,1,0,4,0.565217391304348,0.0110073382254837
"744",456,26,8,13.85,0,1,4,0.565217391304348,0.0123415610406938
"750",457,21,2,5.99,0,0,2,0.0956521739130435,0.00293529019346231
"752",458,23,3,11.58,0,0,3,0.565217391304348,0.0123415610406938
"753",459,23,7,13.85,0,1,4,0.565217391304348,0.0124249499666444
"754",460,23,5,16.89,0,1,4,0.565217391304348,0.0125083388925951
"755",461,23,4,7.9,0,0,4,0.565217391304348,0.0126751167444963
"757",462,22,6,14.91,1,0,4,0.565217391304348,0.00982321547698466
"758",463,24,3,13.06,0,0,4,0.565217391304348,0.0126751167444963
"759",464,25,7,8.88,0,0,4,0.565217391304348,0.0126751167444963
"760",465,23,7,6.17,0,0,4,0.0434782608695652,0.00293529019346231
"761",466,22,3,13.98,0,1,4,0.565217391304348,0.0126751167444963
"762",467,22,3,6.54,0,0,4,0.231884057971014,0.00293529019346231
"764",468,26,0,10.36,0,0,3,0.0144927536231884,0.00293529019346231
"765",469,25,2,15.95,1,1,4,0.565217391304348,0.0116751167444963
"766",470,25,9,14.26,0,1,4,0.565217391304348,0.0126757838559039
"767",471,23,7,11.71,0,0,2,0.565217391304348,0.0127918612408272
"768",472,22,3,13.49,0,0,4,0.565217391304348,0.0128418945963976
"769",473,24,0,14.84,1,0,2,0.0434782608695652,0.00293529019346231
"771",474,23,6,15.05,1,1,4,0.565217391304348,0.0120150100066711
"772",475,22,2,13.79,1,1,4,0.565217391304348,0.0121170780520347
"773",476,24,1,13.48,0,0,3,0.565217391304348,0.0132588392261508
"777",477,23,0,12.53,0,0,2,0.11304347826087,0.00293529019346231
"778",478,21,2,11.14,0,0,2,0.27536231884058,0.00293529019346231
"779",479,24,2,14.11,1,0,2,0.565217391304348,0.0125076717811875
"780",480,23,0,7.49,0,0,2,0.565217391304348,0.0135090060040027
"781",481,25,3,10.25,0,0,3,0.565217391304348,0.0135090060040027
"783",482,21,2,11.86,0,0,3,0.0289855072463768,0.00297131420947298
"784",483,23,1,7.88,0,0,3,0.246376811594203,0.00297531687791861
"788",484,23,4,13.23,0,0,4,0.159420289855072,0.00300133422281521
"790",485,23,0,18.25,1,1,2,0.565217391304348,0.0123415610406938
"791",486,24,9,6.54,0,0,3,0.565217391304348,0.014342895263509
"792",487,23,2,11.49,0,0,4,0.565217391304348,0.014342895263509
"793",488,26,10,11.49,0,0,3,0.565217391304348,0.014342895263509
"794",489,22,6,11.71,0,0,2,0.188405797101449,0.00300200133422282
"795",490,23,0,13.57,0,0,4,0.565217391304348,0.014342895263509
"796",491,25,2,14.35,0,0,3,0.565217391304348,0.0145478652434957
"797",492,26,3,10.65,0,0,4,0.0963768115942029,0.00300200133422282
"798",493,22,6,15.65,0,1,2,0.565217391304348,0.0146764509673115
"800",494,25,9,6.62,1,0,2,0.155797101449275,0.00300200133422282
"802",495,22,0,11.71,0,0,3,0.0550724637681159,0.00300200133422282
"803",496,24,8,5.42,0,0,4,0.217391304347826,0.00300200133422282
"808",497,23,2,10.99,0,0,2,0.565217391304348,0.0151767845230153
"811",498,23,1,13.04,0,0,3,0.565217391304348,0.0153435623749166
"812",499,22,6,7.14,0,0,2,0.194202898550725,0.00300200133422282
"813",500,22,6,15.65,1,1,4,0.565217391304348,0.0135423615743829
"815",501,24,1,16,0,1,2,0.072463768115942,0.00300200133422282
"817",502,21,2,15.05,0,0,4,0.101449275362319,0.00300200133422282
"819",503,24,0,14.22,0,1,3,0.565217391304348,0.0160100066711141
"820",504,25,0,16.35,1,0,3,0.565217391304348,0.0140086724482989
"821",505,26,6,10.96,0,0,2,0.202898550724638,0.00300200133422282
"822",506,25,9,13.06,0,0,2,0.565217391304348,0.0160106737825217
"827",507,23,1,17.04,1,1,2,0.565217391304348,0.0118078719146097
"828",508,22,0,12.21,0,0,3,0.565217391304348,0.0160106737825217
"829",509,25,9,7.88,0,0,4,0.171014492753623,0.00304536357571714
"831",510,26,0,10.74,0,0,2,0.565217391304348,0.0166777851901268
"832",511,23,6,13.22,1,0,3,0.565217391304348,0.0148432288192128
"833",512,23,0,14.59,1,1,2,0.565217391304348,0.0151767845230153
"836",513,23,3,12.42,0,0,3,0.565217391304348,0.0176784523015344
"839",514,24,1,10.38,0,0,4,0.565217391304348,0.0176784523015344
"843",515,23,2,8.9,1,0,2,0.072463768115942,0.00313542361574383
"844",516,25,7,17.39,1,0,2,0.565217391304348,0.0135090060040027
"845",517,23,3,5.79,0,0,2,0.12463768115942,0.00313542361574383
"847",518,23,4,10.37,0,0,4,0.565217391304348,0.019346230820547
"848",519,24,3,11.36,0,0,3,0.123188405797101,0.00313542361574383
"849",520,24,8,8.9,0,0,3,0.565217391304348,0.0195130086724483
"850",521,23,7,11.11,0,0,4,0.565217391304348,0.0201801200800534
"852",522,25,0,15.27,0,0,2,0.565217391304348,0.0210140093395597
"853",523,26,10,13.11,0,1,4,0.565217391304348,0.0210140093395597
"855",524,24,3,12.36,0,1,2,0.565217391304348,0.0215143428952635
"856",525,22,5,7.51,0,0,4,0.293478260869565,0.00316877918612408
"857",526,21,2,8.9,0,0,3,0.188405797101449,0.00316877918612408
"858",527,25,9,6.54,0,0,4,0.565217391304348,0.0226817878585724
"860",528,23,7,17.27,1,1,3,0.0898550724637681,0.00316877918612408
"861",529,26,1,17.99,1,0,3,0.565217391304348,0.0240160106737825
"862",530,22,6,7.49,0,0,4,0.565217391304348,0.0260173448965977
"863",531,22,2,10,0,0,4,0.12463768115942,0.00316877918612408
"864",532,26,3,9.99,0,0,3,0.565217391304348,0.0260173448965977
"865",533,26,1,11.36,0,0,4,0.565217391304348,0.0273515677118079
"866",534,26,3,11.83,0,0,2,0.565217391304348,0.0281020680453636
"867",535,21,6,13.35,0,0,3,0.072463768115942,0.00316877918612408
"868",536,25,3,14.72,0,1,2,0.565217391304348,0.0285190126751167
"870",537,25,9,11.83,1,0,4,0.56231884057971,0.00900600400266845
"871",538,26,10,11.48,0,0,4,0.559420289855072,0.018679119412942
"874",539,21,0,12.29,0,0,2,0.00579710144927536,0.00250166777851901
"875",540,22,4,14.96,0,1,3,0.188405797101449,0.00316877918612408
"876",541,25,0,12.29,0,1,4,0.0072463768115942,0.00250166777851901
"880",542,22,1,9.63,0,0,4,0.0550724637681159,0.00316877918612408
"881",543,21,0,12.21,0,0,4,0.0550724637681159,0.00316877918612408
"884",544,22,0,13.98,0,0,4,0.0144927536231884,0.00129419613075384
"886",545,25,0,10.65,0,0,2,0.0144927536231884,0.00133422281521014
"888",546,22,0,13.57,1,0,3,0.0144927536231884,0.00133422281521014
"889",547,22,1,14.96,1,1,3,0.0144927536231884,0.00137424949966644
"891",548,21,1,16.29,1,0,4,0.0144927536231884,0.00173448965977318
"892",549,23,0,11.11,0,0,3,0.0434782608695652,0.00317545030020013
"894",550,22,2,16.69,1,1,3,0.0144927536231884,0.00173448965977318
"895",551,21,0,8.94,0,0,2,0.420289855072464,0.00317545030020013
"900",552,24,2,12.53,0,0,4,0.0144927536231884,0.00253502334889927
"901",553,23,5,10.62,1,0,2,0.536231884057971,0.00593729152768512
"902",554,22,4,12.18,1,0,3,0.536231884057971,0.0059873248832555
"904",555,25,2,10.99,1,0,4,0.536231884057971,0.00767178118745831
"906",556,24,2,10.38,0,0,3,0.188405797101449,0.00325216811207472
"910",557,23,5,11.14,1,0,2,0.536231884057971,0.00843662441627752
"911",558,26,5,7.49,1,0,2,0.536231884057971,0.00967378252168112
"912",559,22,1,8.88,0,0,4,0.536231884057971,0.0110073382254837
"914",560,24,8,10.62,0,0,3,0.536231884057971,0.0115076717811875
"918",561,26,6,13.22,0,1,2,0.536231884057971,0.0153435623749166
"919",562,24,2,12.29,0,1,2,0.536231884057971,0.016844563042028
"920",563,24,1,11.48,0,0,3,0.536231884057971,0.0285190126751167
"922",564,26,7,6.99,1,0,2,0.530434782608696,0.00850567044696464
"924",565,22,0,6.54,1,0,3,0.528260869565217,0.00542028018679119
"925",566,22,4,11.83,1,0,4,0.523188405797101,0.00650433622414943
"926",567,24,0,12.42,0,0,3,0.191304347826087,0.00333555703802535
"927",568,24,4,10.71,1,0,2,0.521739130434783,0.00505336891260841
"928",569,21,3,10.91,1,0,3,0.521739130434783,0.00533689126084056
"929",570,22,2,7.66,1,0,4,0.521739130434783,0.0056704469646431
"930",571,25,2,13.61,1,0,3,0.521739130434783,0.00863642428285524
"932",572,25,0,7.49,0,0,3,0.521739130434783,0.01184122748499
"933",573,24,0,7.9,1,0,2,0.521739130434783,0.0115076717811875
"934",574,22,5,9.91,0,0,2,0.217391304347826,0.00333555703802535
"935",575,21,0,7.9,0,0,4,0.072463768115942,0.00333555703802535
"936",576,24,1,15.33,1,0,2,0.521739130434783,0.0123415610406938
"938",577,22,5,7.9,0,0,2,0.130434782608696,0.00333555703802535
"939",578,22,1,13.16,1,0,2,0.518840579710145,0.0074863242161441
"943",579,25,0,13.49,0,1,3,0.159420289855072,0.00333555703802535
"944",580,22,0,10.25,1,0,3,0.514492753623188,0.00500333555703803
"945",581,24,3,11.49,1,0,4,0.514492753623188,0.0051707805203469
"946",582,25,1,17.04,1,0,3,0.514492753623188,0.00508672448298866
"947",583,23,0,10.25,1,0,3,0.514492753623188,0.0064216144096064
"949",584,22,2,14.61,1,1,2,0.514492753623188,0.00550300200133422
"950",585,24,2,13.35,1,0,4,0.514492753623188,0.00693795863909273
"953",586,25,8,14.26,1,0,3,0.514492753623188,0.00700466977985324
"954",587,25,4,17.56,1,0,2,0.514492753623188,0.0085130086724483
"956",588,22,6,16.7,1,1,3,0.514492753623188,0.00767178118745831
"957",589,23,4,10.74,1,0,2,0.513768115942029,0.00767178118745831
"959",590,24,4,8.88,1,0,4,0.51304347826087,0.00533689126084056
"960",591,25,2,9.91,1,0,4,0.51304347826087,0.00540360240160107
"961",592,22,6,11.71,1,0,3,0.51304347826087,0.00533689126084056
"962",593,24,4,10.99,1,0,2,0.51304347826087,0.00850567044696464
"964",594,23,2,15.62,0,0,2,0.217391304347826,0.00333555703802535
"965",595,23,4,9.91,1,0,4,0.507246376811594,0.00483655770513676
"967",596,21,5,13.48,1,1,4,0.507246376811594,0.00445630420280187
"968",597,23,2,9.25,1,0,4,0.507246376811594,0.00600333555703803
"969",598,25,2,13.11,1,1,3,0.507246376811594,0.00600400266844563
"970",599,22,2,10.99,0,0,4,0.130434782608696,0.00333555703802535
"971",600,25,3,6.17,1,0,2,0.507246376811594,0.00633755837224817
"974",601,24,9,11.03,1,1,2,0.507246376811594,0.00646514342895264
"976",602,22,7,13.57,1,1,4,0.507246376811594,0.0066711140760507
"977",603,24,6,12.18,1,0,2,0.507246376811594,0.0066711140760507
"978",604,25,3,17.19,1,0,3,0.507246376811594,0.00583722481654436
"979",605,22,6,15.23,1,1,2,0.507246376811594,0.00713809206137425
"982",606,24,5,6.99,0,0,3,0.107246376811594,0.00333555703802535
"983",607,24,2,16.63,1,1,2,0.507246376811594,0.00657104736490994
"984",608,24,1,12.42,1,0,4,0.507246376811594,0.00767178118745831
"985",609,24,4,7.9,1,0,4,0.507246376811594,0.00767178118745831
"986",610,23,2,15.99,1,1,2,0.130434782608696,0.00333555703802535
"988",611,26,5,13.11,1,0,3,0.507246376811594,0.00767178118745831
"989",612,22,6,13.79,1,0,2,0.507246376811594,0.00767178118745831
"992",613,22,1,12.68,0,1,4,0.159420289855072,0.00333555703802535
"994",614,22,1,13.85,1,1,4,0.507246376811594,0.00800533689126084
"995",615,25,9,12.21,1,0,2,0.507246376811594,0.00809306204136091
"996",616,22,6,10.71,1,0,3,0.507246376811594,0.00710640426951301
"999",617,25,2,12.84,1,0,2,0.507246376811594,0.00850567044696464
"1000",618,25,2,10.99,1,0,4,0.507246376811594,0.00856304202801868
"1001",619,23,5,11.11,1,0,4,0.0253623188405797,0.00333555703802535
"1002",620,24,2,13.48,1,0,3,0.507246376811594,0.00867244829886591
"1003",621,21,2,14.74,1,0,2,0.507246376811594,0.00767178118745831
"1005",622,21,5,19.69,1,0,2,0.507246376811594,0.00804536357571714
"1006",623,26,2,17.19,1,1,3,0.507246376811594,0.00817211474316211
"1007",624,22,3,16.32,0,0,4,0.507246376811594,0.00933955970647098
"1008",625,22,0,9.33,0,0,3,0.507246376811594,0.00933955970647098
"1010",626,26,10,7.66,1,0,3,0.130434782608696,0.00333555703802535
"1011",627,22,0,13.85,0,1,4,0.507246376811594,0.00967311541027352
"1012",628,23,1,9.63,0,0,3,0.147826086956522,0.00333555703802535
"1013",629,24,2,6.92,0,0,4,0.27536231884058,0.00333555703802535
"1014",630,22,0,9.63,0,0,4,0.507246376811594,0.00983989326217478
"1015",631,23,1,10.99,0,0,3,0.507246376811594,0.00983989326217478
"1016",632,23,2,13.57,0,1,3,0.507246376811594,0.00983989326217478
"1018",633,25,9,13.99,0,0,3,0.507246376811594,0.0101734489659773
"1019",634,24,1,14.96,1,1,4,0.507246376811594,0.00917278185456971
"1022",635,26,2,16.29,1,1,2,0.507246376811594,0.00933955970647098
"1023",636,25,9,10.25,0,0,3,0.507246376811594,0.0103402268178786
"1025",637,24,1,9.88,0,0,2,0.507246376811594,0.0110073382254837
"1026",638,25,10,16,1,1,2,0.507246376811594,0.00840560373582388
"1028",639,25,3,15.33,1,0,4,0.507246376811594,0.0101734489659773
"1029",640,26,10,11.83,0,0,2,0.507246376811594,0.011310873915944
"1030",641,24,2,14.54,1,1,4,0.507246376811594,0.0103402268178786
"1031",642,24,4,7.88,0,0,2,0.507246376811594,0.0113408939292862
"1032",643,24,3,13.98,0,0,2,0.072463768115942,0.00333555703802535
"1035",644,23,7,12.73,0,1,4,0.507246376811594,0.01184122748499
"1036",645,25,2,15.58,1,1,2,0.0869565217391304,0.00333555703802535
"1037",646,23,7,9.88,0,0,3,0.507246376811594,0.0119372915276851
"1038",647,21,2,11.86,0,0,2,0.188405797101449,0.00333555703802535
"1039",648,26,6,13.49,0,0,2,0.507246376811594,0.0123415610406938
"1040",649,21,6,7.9,0,0,2,0.507246376811594,0.0126751167444963
"1041",650,23,5,8.49,0,0,3,0.507246376811594,0.0126751167444963
"1043",651,26,3,13.85,0,0,3,0.507246376811594,0.0127036357571714
"1048",652,24,4,15.7,0,0,2,0.231884057971014,0.00333555703802535
"1049",653,26,5,13.11,0,0,3,0.0463768115942029,0.00333555703802535
"1051",654,26,1,10.99,0,0,4,0.159420289855072,0.00333555703802535
"1052",655,25,5,9.88,0,0,3,0.507246376811594,0.0133422281521014
"1053",656,22,6,7.14,0,0,2,0.0579710144927536,0.00333555703802535
"1054",657,25,0,11.71,0,0,4,0.507246376811594,0.0135090060040027
"1055",658,26,10,8.49,0,0,2,0.507246376811594,0.0136757838559039
"1056",659,23,2,11.89,0,0,2,0.507246376811594,0.0138425617078052
"1057",660,23,1,13.16,0,0,4,0.507246376811594,0.0140093395597065
"1059",661,24,3,8.49,0,0,4,0.507246376811594,0.0151767845230153
"1060",662,26,9,15.31,0,0,3,0.507246376811594,0.0151767845230153
"1064",663,26,6,11.83,0,0,4,0.507246376811594,0.0186797865243496
"1065",664,24,8,18.3,0,0,3,0.507246376811594,0.0195130086724483
"1069",665,24,8,10.62,0,0,4,0.507246376811594,0.0251834556370914
"1073",666,25,0,9.63,0,0,3,0.188405797101449,0.00333555703802535
"1077",667,22,6,11.49,0,0,2,0.498550724637681,0.0101734489659773
"1080",668,22,2,13.87,0,0,3,0.100724637681159,0.00333555703802535
"1081",669,23,1,8.9,1,0,4,0.496376811594203,0.00683789192795197
"1083",670,22,4,10.74,0,0,2,0.495652173913044,0.010256837891928
"1086",671,21,2,8.7,0,0,2,0.130434782608696,0.00333555703802535
"1087",672,23,5,12.99,0,1,2,0.0869565217391304,0.00335073382254837
"1088",673,24,5,17.19,1,1,4,0.495652173913044,0.0113825883922615
"1089",674,25,1,15.95,1,1,3,0.492753623188406,0.004736490993996
"1093",675,21,2,15.05,0,0,4,0.101449275362319,0.00340160106737825
"1094",676,24,6,10.62,1,0,4,0.492753623188406,0.00613742494996664
"1095",677,22,2,11.89,0,0,4,0.0376811594202899,0.00341044029352902
"1097",678,25,6,12.53,1,0,4,0.492753623188406,0.0066711140760507
"1102",679,24,7,17.19,1,0,3,0.492753623188406,0.00850500333555704
"1103",680,24,5,13.49,0,1,4,0.492753623188406,0.00900600400266845
"1104",681,23,1,9.25,0,0,4,0.492753623188406,0.00917278185456971
"1106",682,26,4,7.9,0,0,2,0.492753623188406,0.01184122748499
"1108",683,25,2,11.71,0,0,2,0.492753623188406,0.0153352234823215
"1112",684,23,4,12.69,0,0,2,0.130434782608696,0.00350166777851901
"1114",685,24,7,11.99,0,0,4,0.489855072463768,0.0130086724482989
"1115",686,24,1,10.37,0,0,2,0.489855072463768,0.0153435623749166
"1116",687,24,5,11.71,0,0,4,0.489855072463768,0.0215143428952635
"1117",688,24,8,17.58,0,0,3,0.484057971014493,0.0151767845230153
"1119",689,26,1,12.99,1,1,2,0.478260869565217,0.0042361574382922
"1120",690,21,3,15.58,0,0,2,0.188405797101449,0.00350166777851901
"1121",691,22,1,10.65,1,0,4,0.478260869565217,0.00600400266844563
"1123",692,22,5,7.66,1,0,4,0.478260869565217,0.00633755837224817
"1124",693,24,4,13.47,1,0,3,0.478260869565217,0.00655020013342228
"1125",694,24,3,10.38,1,0,2,0.478260869565217,0.00696997998665777
